Topic Category,Page Title,URL,Scrape Date,Content Hash,In Brief Summary,Content Extract
Prostaatkanker,Ik heb prostaatkanker en krijg een operatie om mijn prostaat weg te halen,https://www.thuisarts.nl/prostaatkanker/ik-heb-prostaatkanker-en-krijg-operatie-om-mijn-prostaat-weg-te-halen,2026-05-31 14:52:02,b611db7e2b105c68c32cb9662a0c8b2cc1802b7b525ad55404fffafab5df8d0e,"• Bij een operatie bij prostaatkanker haalt de arts je prostaat en zaadblaasjes weg.
• Dit kan met een kijkoperatie of met een open operatie.
• Na de operatie kun je klachten krijgen. Zoals je plas niet meer goed kunnen ophouden. Of geen stijve penis meer krijgen of houden.
• Voor deze klachten kun je behandelingen krijgen.
• Je krijgt na de operatie controles om te zien of de prostaatkanker wegblijft.","De arts haalt met een operatie de hele prostaat en de zaadblaasjes weg. Achter de prostaat zitten 2 zaadblaasjes. De prostaat en de zaadblaasjes maken vocht. Als je klaarkomt, komt dit vocht met de zaadcellen naar buiten. De prostaat ligt rondom de plasbuis. Daardoor haalt de arts ook een stukje van de plasbuis weg. Soms haalt de arts ook lymfeklieren weg in de buurt van de prostaat. In het laboratorium wordt onderzocht of daar ook kankercellen inzitten. De operatie kan op 2 manieren: via meer kleine sneetjes in de buik (kijkoperatie) via 1 grote snee in de buik (open operatie) De meeste mensen krijgen een kijkoperatie. Na een kijkoperatie ben je vaak sneller beter en heb je minder pijn. Een operatie om de prostaat en zaadblaasjes weg te halen is geschikt bij deze dingen: Je hebt geen overgewicht. Je hebt geen andere ernstige ziektes. 3 van de 4 mannen met prostaatkanker bij wie de prostaat is weggehaald, leven nog na 10 jaar. Dat is net zoveel als bij mannen die geen prostaatkanker hebben. Voor de operatie krijg je een gesprek met de arts die de operatie doet. Je hoort van de arts hoe de operatie gaat. Je kunt ook vragen stellen. De arts vertelt je bijvoorbeeld: of er ook lymfeklieren weggehaald worden of je een kijkoperatie krijgt of een operatie via een snee in je buik Ook bespreekt de arts met je hoe groot je kans is op problemen na de operatie. Zoals je plas niet goed kunnen ophouden. Of geen of moeilijk een stijve penis kunnen krijgen."
Prostaatkanker,Ik heb uitgezaaide prostaatkanker. Welke behandeling is geschikt voor mij?,https://www.thuisarts.nl/prostaatkanker/ik-heb-uitgezaaide-prostaatkanker-welke-behandeling-is-geschikt-voor-mij,2026-05-31 14:52:03,ac3a54ece674eb806b6ca348900257fa2ab2bbd8d4e3367dc4c9025efa9304f0,"• Van uitgezaaide prostaatkanker kun je niet meer genezen.
• Er zijn wel behandelingen die zorgen dat de ziekte minder snel groeit:
  ◦ anti-hormoonbehandeling
  ◦ medicijnen
  ◦ bestraling
  ◦ radioactief middel
• Door deze behandelingen kun je langer leven.
• Deze behandelingen kunnen ook klachten minder maken. Zoals pijn en moe zijn.","Anti-hormoonbehandeling Bij uitgezaaide prostaatkanker zijn kankercellen vanuit je prostaat in andere delen van je lichaam gekomen. Dit zijn uitzaaiingen. Ze kunnen bijvoorbeeld in je botten of andere organen zitten. Of in de lymfeklieren in je buik. Je kunt niet meer genezen van uitgezaaide prostaatkanker. Er zijn wel behandelingen die zorgen dat de kanker minder snel groeit. Hierdoor kun je langer leven. Als je hoort dat je uitgezaaide prostaatkanker hebt, is dat meestal heel moeilijk. Je kunt onzeker worden over je toekomst. Prostaatkanker zaait meestal uit naar je botten. Hierdoor kun je deze klachten hebben: zwakkere botten, waardoor ze makkelijk kunnen breken verlamde benen Dit kan gebeuren als een uitzaaiing in een wervel drukt op je ruggenmerg. Ook kun je andere klachten hebben bij uitgezaaide prostaatkanker: pijn in je buik of billen moe zijn Dit is heftiger en anders dan gewoon moe zijn. plasklachten doordat je prostaat groter is of weggehaald is Je kunt bijvoorbeeld moeilijk plassen. Of je kunt je plas moeilijk ophouden. Je kunt behandelingen tegen de kanker en je klachten krijgen: Je kunt een behandeling kiezen tegen de prostaatkanker. Hierdoor groeit de kanker minder snel. Je blijft hierdoor langer leven en sommige klachten kunnen minder worden. Je begint met een anti-hormoonbehandeling. Deze behandelingen kunnen de kanker niet genezen. Ze hebben vaak bijwerkingen. De bijwerkingen verschillen per behandeling. Je kunt ook kiezen voor behandelingen die je klachten minder maken. Zoals behandelingen tegen pijn of plasklachten. Deze behandelingen werken niet tegen de kanker zelf. Ze hebben minder bijwerkingen dan behandelingen tegen de kanker. Om een keuze te maken zijn deze dingen belangrijk: Heb je veel of weinig klachten door prostaatkanker?"
Schaamlipkanker,Schaamlipkanker,https://www.thuisarts.nl/schaamlipkanker,2026-05-31 14:52:06,eee4f918b479b7e7a2a152eae188f4e1ff8dd5d566624e8277424c1a8233864a,N/A,"Bij schaamlipkanker groeit er een gezwel van kankercellen in of rond de schaamlippen. De behandeling begint meestal met een operatie. U kunt ook bestraling krijgen, soms met chemotherapie. De behandeling en de kanker zelf kunnen gevolgen hebben, bijvoorbeeld problemen met seks en psychische problemen. Schaamlipkanker kan terugkomen. Daarom komt u na de behandeling vaak op controle bij de arts. Pijn bij ingang vagina Uitstrijkje baarmoederhals"
Schaamlipkanker,Ik heb onrustige cellen die schaamlipkanker kunnen worden door HPV,https://www.thuisarts.nl/schaamlipkanker/ik-heb-onrustige-cellen-die-schaamlipkanker-kunnen-worden-door-hpv,2026-05-31 14:52:08,287f56c4cdfc2287d5f4acda8dac6848475ff76cd49d8dc9ef6659f43ecf2955,"• HPV is een virus. Het kan op verschillende plekken zitten.
• Soms komen er door HPV onrustige of veranderde cellen in de huid van de schaamlippen of bij de ingang van de vagina.
• Uit die cellen kan schaamlipkanker ontstaan.
• Er zijn 3 behandelingen:
  ◦ een crème
  ◦ een behandeling met een laser
  ◦ een kleine operatie
• Na de operatie kunnen er weer onrustige cellen komen. Daarom blijft u onder controle bij de gynaecoloog.","Behandeling met crème Behandeling met laser HPV is een virus. Het virus zit op of in de huid en in de slijmvliezen. Slijmvliezen zitten bijvoorbeeld bij de schaamlippen en in de vagina, baarmoedermond, penis, mond en keel. U kunt het virus krijgen via seks. Bijna iedereen raakt wel 1 keer of vaker besmet. Meestal maakt de afweer het virus dood. Maar soms lukt dat niet. Dan kunnen cellen in de huid of slijmvliezen veranderen of onrustig worden. Uit die cellen kan later kanker ontstaan. Als het virus bij uw schaamlippen of bij de ingang van de vagina zit, kunnen daar onrustige cellen komen. Die kunnen later schaamlipkanker worden. De kans dat dat gebeurt, is klein. Van de 100 vrouwen met onrustige cellen krijgen er ongeveer 3 schaamlipkanker. Als dit gebeurt, is dat meestal bij vrouwen tussen de 30 en 40 jaar. Als u door HPV onrustige cellen heeft die schaamlipkanker kunnen worden, kunt u last hebben van: donkere of lichte plekjes op de schaamlippen dikkere plekken in de huid van de schaamlippen een soort wratjes Deze lijken op genitale wratten . Maar de behandeling voor genitale wratten helpt niet. jeuk, pijn of een branderig gevoel bij de schaamlippen Als de huisarts denkt dat u onrustige cellen heeft, stuurt die u door naar een gynaecoloog in het ziekenhuis. De gynaecoloog bekijkt uw schaamlippen, de ingang van de vagina en het gebied eromheen. Ook kan de arts in de vagina kijken om te zien hoe de binnenkant van de vagina en de baarmoederhals er uitzien. U bespreekt met de gynaecoloog welke behandeling het beste bij uw situatie past. Dat hangt bijvoorbeeld af van hoe groot de plek met onrustige cellen is. Er zijn 3 behandelingen: een crème met imiquimod een behandeling met een laser Soms is een combinatie van deze behandelingen nodig."
Schaamlipkanker,Ik heb schaamlipkanker,https://www.thuisarts.nl/schaamlipkanker/ik-heb-schaamlipkanker,2026-05-31 14:52:11,751156bca3db5ee8457c78044ad342a395ecbd7c61021583b4f879762461903f,"• Bij schaamlipkanker groeit er een gezwel van kankercellen in of rond de schaamlippen.
• De behandeling begint meestal met een operatie.
• U kunt ook bestraling krijgen, soms met chemotherapie.
• De behandeling en de kanker zelf kunnen gevolgen hebben, bijvoorbeeld problemen met seks en psychische problemen.
• Schaamlipkanker kan terugkomen.
• Daarom komt u na de behandeling vaak op controle bij de arts.","Bij schaamlipkanker groeit er een gezwel van kankercellen in de schaamlippen. Dit heet een tumor. De tumor kan op de buitenste of de binnenste schaamlippen zitten. De tumor kan ook zitten bij de clitoris, bij de ingang van de vagina of tussen de schaamlippen en de anus (poepgat). Er kunnen cellen van de tumor losraken. Die kunnen ergens anders in het lichaam komen. Dit zijn uitzaaiingen. Meestal komen ze in de lymfeklieren in de liezen. Heel soms komen de cellen in andere organen, zoals de longen of lever. Er zijn verschillende soorten schaamlipkanker. Meestal ontstaat schaamlipkanker in de huidcellen van de schaamlippen. Dit heet plaveiselcel-carcinoom. Deze informatie gaat alleen over plaveiselcel-carcinoom. De meeste vrouwen met schaamlipkanker zijn ouder dan 60 jaar. Bij schaamlipkanker kunt u klachten krijgen bij uw schaamlippen en ingang van uw vagina (vulva): pijn of een branderig gevoel bij plassen afscheiding die anders is dan normaal een wondje dat niet geneest Deze klachten kunnen ook door iets anders komen. Bijvoorbeeld een schimmel, een soa of een blaasontsteking. Het is niet duidelijk waardoor schaamlipkanker ontstaat. Wel hebben sommige vrouwen een grotere kans om schaamlipkanker te krijgen. Het gaat om: vrouwen met de huidziekte lichen sclerosus Als deze huidziekte bij de schaamlippen en rond de ingang van de vagina zit, kan een voorstadium van kanker ontstaan. Dit betekent dat er veranderde cellen zijn die kanker kunnen worden. Van de 100 vrouwen met lichen sclerosus krijgen er 5 schaamlipkanker. vrouwen die onrustige cellen hebben door HPV HPV is een virus (humaan papillomavirus). HPV wordt doorgegeven door seks. Bijna iedereen die seks heeft (gehad), is wel eens besmet geweest met HPV. Meestal maakt uw afweer het virus dood. Soms lukt dat niet. Dan kan een voorstadium van schaamlipkanker ontstaan. Dit betekent dat er veranderde cellen zijn. Als u heeft gehoord dat u schaamlipkanker heeft, krijgt u onderzoeken om te kijken hoe uitgebreid de schaamlipkanker bij u is. De arts kan met onderzoek bepalen: hoe groot de tumor is"
Schaamlipkanker,Ik heb schaamlipkanker en krijg een operatie,https://www.thuisarts.nl/schaamlipkanker/ik-heb-schaamlipkanker-en-krijg-operatie,2026-05-31 14:52:12,1df5ce12528448c30b91ea037cf0690a84d2e0cba4dcea6f4bc0d4fdfdc06065,"• De behandeling begint meestal met een operatie.
• Ook als u niet meer kunt genezen kunt u een operatie krijgen.
• De gynaecoloog haalt de tumor weg en een stukje weefsel daar omheen.
• Vaak haalt de arts ook 1 of meer lymfeklieren in uw liezen weg.
• De tumor en de lymfeklieren worden onderzocht.
• Na 5 tot 10 dagen krijgt u de uitslag. U hoort dan of er nog meer behandelingen nodig zijn.
• Het kan een paar weken duren voordat de wonden zijn genezen.
• Na de operatie is soms nog een operatie of bestraling nodig.","Operatie lymfeklieren De behandeling van schaamlipkanker begint meestal met een operatie. Het doel van de operatie is om u te genezen van kanker. Kunt u niet meer genezen van kanker? Dan kunt u ook geopereerd worden. Bijvoorbeeld als u veel last heeft van de tumor. U blijft na de operatie een paar dagen in het ziekenhuis. Voor de operatie heeft u een gesprek met de arts die de operatie doet. Of met een verpleegkundig specialist. Het gesprek gaat over: wat de voordelen en nadelen van die keuzes zijn hoeveel de arts moet weghalen: bijvoorbeeld een deel van de schaamlip of de hele schaamlip, of de clitoris de risico’s en gevolgen van de operatie hoe lang het duurt voordat u hersteld bent wat u na de operatie wel en niet kunt doen U krijgt ook een gesprek met de arts die de verdoving regelt (anesthesioloog). Deze let tijdens de operatie op uw ademhaling en hartslag. Deze arts heeft veel informatie van u nodig. Bijvoorbeeld of u andere ziekten heeft en welke medicijnen u gebruikt. Verder bespreekt de arts hoe de verdoving gaat en hoe u zich voorbereidt op de operatie, bijvoorbeeld: of u mag eten en drinken voor de operatie of u moet stoppen met uw medicijnen, zoals bloedverdunners Kijk voor tips voor een goed gesprek met uw artsen bij samen beslissen met mijn arts . Wilt u meer weten over de voorbereiding? Lees dan ook voorbereiden op een operatie ."
Slokdarmkanker,Slokdarmkanker,https://www.thuisarts.nl/slokdarmkanker,2026-05-31 14:52:15,1e2215f7da5b68989c14f1b2e73526eea3dc05018effd098ab01c7059919dcc8,N/A,"Bij slokdarmkanker heb je bijvoorbeeld pijn bij het slikken. Of je eten zakt niet goed. Je krijgt meestal meer onderzoeken, zoals een CT-scan. Je kunt chemotherapie met bestraling krijgen om beter te worden. Soms krijg je daarna een operatie om de kanker weg te halen. Als je niet meer beter kunt worden, kun je een behandeling krijgen om te zorgen dat de kanker minder snel groeit. Of tegen je klachten. Moe zijn door kanker die niet meer te genezen is"
Slokdarmkanker,Ik heb slokdarmkanker en krijg meer onderzoek,https://www.thuisarts.nl/slokdarmkanker/ik-heb-slokdarmkanker-en-krijg-meer-onderzoek,2026-05-31 14:52:17,cd416efae4aca6054daf3bf5d2fb4c8e5b9d1efff8efcb54411e393fe2599201,"• Je hebt een kijk-onderzoek van je slokdarm gehad.
• Als daaruit komt dat je slokdarmkanker hebt, krijg je meestal meer onderzoek.
• Daarmee kan de arts zien hoe groot de kanker is. En of de kanker is doorgegroeid of uitgezaaid naar andere delen van je lichaam.
• Je bespreekt met de arts welke behandelingen je kunt en wilt krijgen.","Bij slokdarmkanker zit er kanker in de slokdarm. De slokdarm is een soort buis tussen je keel en je maag. Als je eten doorslikt, gaat het via je slokdarm naar je maag. Deze twee soorten slokdarmkanker komen het meest voor: Het adeno-carcinoom. Deze soort kanker zit bijna altijd in het onderste deel van de slokdarm. Je kunt het bijvoorbeeld krijgen als je jarenlang vaak last hebt van brandend maagzuur . Het plaveiselcel-carcinoom. Dat zit meestal in het bovenste of middelste deel van de slokdarm. Maar het kan ook onderin de slokdarm zitten. De kanker kan door de buitenkant van de slokdarm heen groeien. Soms groeit de kanker dan bijvoorbeeld door in de luchtpijp of in de aorta. Dat is de grootste slagader in je lichaam. De kanker kan ook uitzaaien. Er gaan dan kankercellen uit je slokdarm via je bloed naar een andere plek in het lichaam. Bijvoorbeeld je lever of je longen. Slokdarmkanker kan ook uitzaaien via de lymfeklieren. Dit zijn een soort kleine bolletjes die op veel plekken in je lichaam zitten. Ze zijn belangrijk voor je afweer. De kanker kan van de lymfeklieren rondom je slokdarm naar andere lymfeklieren in je lichaam gaan. Dit kun je merken bij slokdarmkanker: Je poep is zwart. Dit kan komen door bloed in je poep. Je valt af zonder dat je daar iets voor doet. Je eten blijft steken of zakt niet goed. Je hebt pijn of een vol gevoel in het midden van je borst, achter je borstbeen. Je hebt pijn bij het slikken. Je hebt minder zin om te eten. Je hoest en verslikt je tijdens of na het eten."
Slokdarmkanker,Ik heb slokdarmkanker en kan een behandeling krijgen om beter te worden,https://www.thuisarts.nl/slokdarmkanker/ik-heb-slokdarmkanker-en-kan-behandeling-krijgen-om-beter-te-worden,2026-05-31 14:52:18,55c82d767a8f90892c6a59d516c0dc7e37c0261cbb90539ea70d518dae54693c,"• Als je beter kunt worden van slokdarmkanker, kun je deze behandelingen krijgen:
  ◦ chemotherapie, bestraling en daarna een operatie
  ◦ alleen chemotherapie met bestraling
• Zorg dat je voor de behandeling zo fit mogelijk bent.","Chemotherapie, bestraling en operatie Chemotherapie met bestraling Je kunt een behandeling krijgen om beter te worden als al deze dingen bij jou zo zijn: De kanker is niet doorgegroeid in de organen die in de buurt van de slokdarm liggen. Er zijn geen kankercellen (uitzaaiingen) te zien in de lymfeklieren die verder van de slokdarm liggen. Lymfeklieren zijn een soort kleine bolletjes die op veel plekken in je lichaam zitten. Ze zijn belangrijk voor je afweer. De kanker is niet uitgezaaid naar andere organen. Je bent fit genoeg voor de behandeling. Als je beter kunt worden van slokdarmkanker, kun je deze behandelingen krijgen: chemotherapie, bestraling en daarna een operatie alleen chemotherapie met bestraling Heel soms kan de arts de kanker weghalen tijdens een kijk-onderzoek. Met je arts bekijk je welke behandeling het beste past bij jouw situatie. Jullie bespreken de voordelen en nadelen van de behandeling. En wat je kunt verwachten. Je kunt altijd nee zeggen tegen een behandeling. Wat je zelf wilt, is belangrijk. Twijfel je over een behandeling? Bespreek dit dan met je arts en de mensen van wie je houdt. Je krijgt vaak eerst chemotherapie met bestraling . Chemotherapie is een behandeling met medicijnen. De medicijnen kunnen kankercellen kapotmaken. Of ze zorgen ervoor dat de kankercellen minder groeien. Bij bestraling worden zoveel mogelijk kankercellen kapotgemaakt met röntgenstralen. Door de chemotherapie werkt de bestraling beter. De chemotherapie met bestraling zorgt er meestal voor dat de kanker kleiner wordt. De arts kan de kanker dan beter weghalen met een operatie. Ook kan de chemotherapie met bestraling de kans kleiner maken dat de kanker terugkomt. Na de chemotherapie en bestraling krijg je een operatie . Daarbij haalt de arts de kanker weg."
Slokdarmkanker,Ik heb slokdarmkanker en krijg chemotherapie met bestraling,https://www.thuisarts.nl/slokdarmkanker/ik-heb-slokdarmkanker-en-krijg-chemotherapie-met-bestraling,2026-05-31 14:52:20,8006b4b5bd84321cd1743deb47bca395db91965330d8c855994b7e75432760e9,"• Chemotherapie met bestraling zorgt ervoor dat de kankercellen kapotgaan en minder groeien.
• Om beter te worden kun je chemotherapie met bestraling krijgen en daarna een operatie.
• Niet iedereen krijgt een operatie. Ook met alleen chemotherapie met bestraling heb je kans om beter te worden.","Je krijgt tegelijk chemotherapie en bestraling. Chemotherapie is een behandeling met medicijnen. Die medicijnen kunnen kankercellen kapotmaken. Of ze zorgen ervoor dat de kankercellen minder groeien. Bestraling is een behandeling met röntgenstralen. Die stralen kunnen de kankercellen ook kapotmaken. Door de chemotherapie helpt de bestraling nog beter tegen de kanker. Heb je met je arts afgesproken dat je een operatie krijgt om de kanker weg te halen? Je krijgt dan eerst chemotherapie met bestraling om de kanker kleiner te maken. Meestal kan de arts de kanker dan beter weghalen tijdens de operatie. Ook kan de chemotherapie met bestraling de kans kleiner maken dat de kanker na de operatie terugkomt. Je kunt ook alleen chemotherapie met bestraling krijgen om beter te worden, zonder operatie. Niet iedereen kan of wil geopereerd worden. Bijvoorbeeld omdat de kanker te hoog in de slokdarm zit. Of omdat de operatie te veel risico's geeft. Je krijgt een gesprek met een arts die veel weet over kanker (internist-oncoloog). De arts stelt je vragen en jij kunt de arts ook vragen stellen. Ook bespreekt de arts welke medicijnen je krijgt, hoe vaak je chemotherapie krijgt en wat je kunt verwachten. Soms doet de arts nog onderzoek. Je krijgt een gesprek met de arts die je gaat bestralen (radiotherapeut). De arts legt de behandeling uit. Ook maakt die een CT-scan. Dit is om te zien waar de kanker zit en waar de bestraling moet komen. Op deze plekken zet de arts kleine puntjes met inkt op je huid. Zo kan die ze precies terugvinden. Na de CT-scan weet de arts hoe en hoe vaak je bestraald moet worden. Het helpt als je zo fit mogelijk bent voordat de behandeling begint. Dan heb je een kleinere kans op problemen tijdens en na de behandeling. Dit kun je doen om fitter te worden: Stop met roken . Als je rookt, heb je een grotere kans op problemen na de operatie. Zoals een bloeding of bloedproppen (trombose). Beweeg genoeg . Een fysiotherapeut kan je hierbij helpen. Zorg dat je niet verder afvalt. Een diëtist kan je hierbij helpen. Gaat eten steeds moeilijker, dan kun je drinkvoeding krijgen. Je kunt ook eten en drinken krijgen via een slangetje in je maag (sonde) of in een bloedvat (infuus). Het is ook belangrijk om je gebit te laten controleren door de tandarts. Door chemotherapie kun je pijn en wondjes in je mond krijgen. Het is daarom belangrijk dat je mond en gebit gezond zijn voordat je aan de chemotherapie begint. Verzorg je mond goed . Bij chemotherapie krijg je medicijnen via een slangetje in een bloedvat (infuus). Meestal krijg je de chemotherapie op de polikliniek of de dagbehandeling. Je moet hiervoor een paar uur in het ziekenhuis blijven. Bestraling is een behandeling met röntgenstralen. Je ligt onder een stralings-apparaat. De stralen worden heel precies op de kanker gericht. Toch kan de straling ook gezonde cellen in de buurt van de slokdarm beschadigen. Daar kun je bijwerkingen van krijgen."
Slokdarmkanker,Ik heb slokdarmkanker en krijg een operatie,https://www.thuisarts.nl/slokdarmkanker/ik-heb-slokdarmkanker-en-krijg-operatie,2026-05-31 14:52:21,2be4ca0b4a3887569a300da4eba80be81d51eb1a414fc73c47339b23ddce3006,"• Het doel van de operatie is om de slokdarmkanker weg te halen.
• De arts haalt bijna de hele slokdarm weg. En het bovenste deel van de maag.
• Van het overgebleven deel van de maag maakt de arts een nieuwe slokdarm.
• Meestal krijg je voor de operatie chemotherapie met bestraling.
• Je moet na de operatie anders gaan eten, drinken en slapen.","De eerste dagen na de operatie Een operatie bij slokdarmkanker is een grote operatie. Het doel is om de slokdarmkanker weg te halen. Daarvoor moet de arts bijna de hele slokdarm en het bovenste stuk van de maag weghalen. Ook haalt de arts de lymfeklieren rondom de slokdarm weg. Lymfeklieren zijn een soort bolletjes die op veel plekken in je lichaam zitten. Ze zijn belangrijk voor je afweer. Hier kan ook kanker in zitten. Van het stuk maag dat overblijft, maakt de arts een nieuwe slokdarm. Dit heet een buismaag. Als je slokdarmkanker hebt en een operatie krijgt, is dat niet meteen. Eerst krijg je deze dingen: Meestal krijg je voor de operatie chemotherapie met bestraling . Dit duurt ongeveer 5 weken. Voor de operatie heb je een aantal weken rust. Na de chemotherapie met bestraling krijg je een CT-scan of een PET-CT-scan . Daarop kan de arts zien of de chemotherapie heeft gewerkt. En of er geen kankercellen op een andere plek in het lichaam terecht zijn gekomen. We noemen dat uitzaaiingen. Als er uitzaaiingen te zien zijn op de scan, kan de operatie niet doorgaan. Je kunt dan niet meer beter worden . Voor de operatie krijg je een gesprek met de arts die je opereert . Met de arts bespreek je deze dingen: Hoe gaat de operatie? Wat zijn de risico's van de operatie? Wat kun je na de operatie verwachten? Als je nog vragen over de operatie hebt, kun je ze aan de arts stellen. Voor de operatie word je met medicijnen in slaap gebracht. Dit heet narcose. Je merkt daardoor niets van de operatie. Kort voor de dag van de operatie krijg je een gesprek met de arts die je in slaap brengt (anesthesioloog). De arts bespreekt hoe de narcose werkt. Heb je vragen over de narcose of over pijnstillers na de operatie? Dan kun je ze tijdens dit gesprek stellen. De arts onderzoekt je ook en stelt je vragen. Bijvoorbeeld:"
Slokdarmkanker,Ik heb slokdarmkanker en kan niet meer beter worden,https://www.thuisarts.nl/slokdarmkanker/ik-heb-slokdarmkanker-en-kan-niet-meer-beter-worden,2026-05-31 14:52:23,0958be7ffd22dda2a5fed7ab3b91cf18a7d1f061d84a0df88b17a87c75498019,"• Praat over wat je belangrijk vindt in de laatste fase van je leven. Bijvoorbeeld met je arts en de mensen van wie je houdt.
• Er zijn behandelingen om te zorgen dat de kanker minder snel groeit. Of die je klachten minder maken.
• Samen met je arts kijk je welke behandelingen je kunt krijgen en wat jij zelf wilt.","Buisje in de slokdarm Het is erg moeilijk om te horen dat je niet meer beter kunt worden. De toekomst is onzeker. Je weet niet hoe lang je de dingen kunt blijven doen die je wilt doen. Praat over wat jij belangrijk vindt in je laatste levensfase . Bijvoorbeeld met je familie, vrienden en met de arts. Het geeft rust als de mensen om je heen en je arts weten wat jij wilt. Zij kunnen je dan helpen bij de keuzes die je moet maken. Ook kunnen ze je de zorg geven die bij jou past. Denken en praten over doodgaan is voor de meeste mensen niet makkelijk. Voor jezelf en de mensen om je heen is het vaak moeilijk om erover te beginnen. De keuzehulp over je wensen voor zorg en behandeling kan je helpen. Het kan ook fijn zijn om te praten met andere mensen met slokdarmkanker. Dit kan bijvoorbeeld via de Stichting voor Patiënten met Kanker aan het Spijsverteringskanaal (SPKS) . Is de kanker gegroeid of naar andere delen van je lichaam gegaan? Dan kun je bijvoorbeeld deze klachten krijgen: Je hebt moeite met slikken. Je eten zakt niet meer goed in de slokdarm. Je hebt pijn in het midden van je borst, achter je borstbeen. Je hebt minder trek in eten. Je hebt pijn in je buik. Je huid of oogwit is geel. Je buik wordt dikker. Je haalt snel adem of ademhalen gaat moeilijk. Je kunt ook psychische klachten hebben. Zoals bang, somber of verdrietig zijn. Of je kunt slaapproblemen hebben."
Slokdarmkanker,Ik heb een behandeling gehad voor slokdarmkanker en heb nog klachten,https://www.thuisarts.nl/slokdarmkanker/ik-heb-behandeling-gehad-voor-slokdarmkanker-en-heb-nog-klachten,2026-05-31 14:52:25,16a4b6606da3557779b78e75f9a60bb3c6d1780c966e6861cea3c659f62f658e,"• Na een behandeling van slokdarmkanker kun je klachten houden.
• Bespreek je klachten met je huisarts of de arts in het ziekenhuis.
• Vaak is er iets aan te doen of kun je ermee leren omgaan.
• Er zijn veel plekken waar je hulp kunt krijgen om weer fitter te worden.
• Het kan helpen om te praten met andere mensen die zijn behandeld voor slokdarmkanker.","Heb je een behandeling voor slokdarmkanker gehad om beter te worden? Dan kun je last krijgen van de chemotherapie, de bestraling of de operatie. Deze klachten kun je hebben: Je moet waarschijnlijk erg wennen aan de buismaag. Eten gaat niet meer vanzelf. Je kunt last hebben van deze dingen: maagzuur dat omhoog komt minder honger en snel een vol gevoel je opeens niet goed voelen na het eten (dit heet dumping) overgeven of opboeren na het eten moeite met slapen doordat je half zittend moet slapen moeite met slikken of het gevoel dat het eten niet goed zakt. Hier kun je ook last van hebben als je niet geopereerd bent, maar alleen chemotherapie met bestraling hebt gehad. Pijn. Eten kan pijn doen na de behandeling. Soms heeft de pijn geen duidelijke oorzaak . Moe zijn. Na de behandeling kun je heel moe zijn. Dit kan heel lang duren. Uitrusten helpt meestal niet. Soms is er een lichamelijke oorzaak. Ook door pijn en psychische klachten kun je erg moe worden. Ook na de behandeling ben je in je hoofd veel met je ziekte bezig. Je bent misschien bang dat de kanker weer terugkomt. Of je bent somber of verdrietig . Dat kan ook komen doordat je moet leren leven met een buismaag. Na de operatie duurt het vaak maanden of jaren voordat je weer fitter bent. Je kunt hier op veel plekken hulp bij krijgen. Een diëtist kan je tips geven over hoe en wat je het beste kunt eten met een buismaag. Voor sommige klachten door een buismaag kun je tijdelijk medicijnen krijgen. Bijvoorbeeld tegen maagzuur en diarree. Soms zakt je eten niet goed. Dat kan komen doordat de plek waar de slokdarm aan de buismaag vastzit te smal is. Of door littekens van bestraling, als je geen operatie hebt gehad. De arts kan zulke plekken voorzichtig wijder maken tijdens een kijk-onderzoek. Het is belangrijk dat je je klachten met je huisarts of de arts in het ziekenhuis bespreekt. De arts kan onderzoeken waar je klachten door komen. Soms is er een oplossing. Of lukt het je steeds beter om ermee om te gaan."
Testen op prostaatkanker,Testen op prostaatkanker,https://www.thuisarts.nl/testen-op-prostaatkanker,2026-05-31 14:52:29,39381865af8fd4ff37523a2fb094d5cea915155ca5fd765bb3729fa5b08d7428,N/A,Meestal geeft prostaatkanker geen klachten. Plasklachten zijn geen teken van prostaatkanker. Praat met je huisarts als je je veel zorgen maakt over prostaatkanker. Testen op prostaatkanker heeft voordelen en nadelen. De test bestaat uit 1 of 2 onderzoeken: aan je prostaat voelen bloed laten prikken om het PSA te meten aan je prostaat voelen bloed laten prikken om het PSA te meten Problemen met plassen bij mannen
