Cancer Type,Source URL,Scrape Date,Content Hash,General Description,Prognosis (Vooruitzichten),Symptoms (Symptomen),Causes (Oorzaken),Treatments (Behandeling),General Description_en,Prognosis (Vooruitzichten)_en,Symptoms (Symptomen)_en,Causes (Oorzaken)_en,Treatments (Behandeling)_en,trustworthiness
Pseudomyxoma peritonei (PMP),https://www.kanker.nl/kankersoorten/pseudomyxoma-peritonei-pmp,2026-05-31 14:56:58,e131329a9c50762727b139ef94ad9b1ced4914fe92ba51413c6a7bbb14a81c68,Bij pseudomyxoma peritonei (PMP) heb je cellen in je buik die veel slijm maken. Je buik wordt door dit slijm steeds dikker. Pseudomyxoma peritonei is een zeldzame vorm van kanker. Per jaar krijgen ongeveer 30 mensen de diagnose.,De vooruitzichten bij pseudomyxoma peritonei hangen vooral af van welke soort PMP je hebt: hooggradig of laaggradig. Ook speelt mee hoe uitgebreid de ziekte is op het moment dat het ontdekt wordt. Vaak wordt na de operatie pas duidelijker hoe je prognose is. Het is lastig om algemene informatie te geven over jouw situatie. Heb je vragen? Stel ze dan aan je arts.,Het duurt vaak lang eer duidelijk is dat je pseudomyxoma peritonei hebt. De meeste mensen met pseudomyxoma peritonei hebben in het begin geen klachten. Of je klachten lijken op het eerste gezicht onschuldig. Je kunt na een tijd last krijgen van een opvallend dikke buik en van een vol gevoel of van diarree of juist van verstopping.,"Pseudomyxoma peritonei ontstaat meestal vanuit een gezwel in je blinde darm. In het gezwel zitten cellen die slijm maken. Het is niet bekend waarom zo’n gezwel ontstaat. Er zijn geen risicofactoren bekend die de kans groter maken dat je pseudomyxoma peritonei krijgt. Voor zover nu bekend is, is PMP ook niet erfelijk.","De meeste mensen met pseudomyxoma peritonei krijgen een operatie met HIPEC. Dit is een behandeling die uit 2 delen bestaat: de arts haalt eerst zo veel mogelijk slijm en de slijmvormende cellen uit de buikholte. Ook verwijdert hij of zij de blinde darm en de organen waar het slijm aan vast zit. Daarna spoelt de chirurg de buik met warme chemotherapie. Dit deel van de operatie heet HIPEC. Als je geen operatie met HIPEC kunt krijgen, krijg je soms chemotherapie via het infuus. Dat is meestal alleen mogelijk als je hooggradige PMP hebt.",With pseudomyxoma peritonei (PMP) you have cells in your abdomen that produce a lot of mucus. Your stomach becomes thicker due to this mucus. Pseudomyxoma peritonei is a rare form of cancer. About 30 people are diagnosed each year.,The outlook for pseudomyxoma peritonei mainly depends on which type of PMP you have: high-grade or low-grade. The extent of the disease when it is discovered also plays a role. Your prognosis often only becomes clearer after the operation. It is difficult to provide general information about your situation. Do you have any questions? Then ask your doctor.,It often takes a long time before it becomes clear that you have pseudomyxoma peritonei. Most people with pseudomyxoma peritonei initially have no complaints. Or your complaints may seem innocent at first glance. After a while you may experience a noticeably large stomach and a feeling of fullness or diarrhea or constipation.,"Pseudomyxoma peritonei usually develops from a tumor in your appendix. The tumor contains cells that make mucus. It is not known why such a tumor develops. There are no known risk factors that increase the chance of developing pseudomyxoma peritonei. As far as is currently known, PMP is also not hereditary.","Most people with pseudomyxoma peritonei undergo surgery with HIPEC. This is a treatment that consists of 2 parts: the doctor first removes as much mucus and mucus-forming cells from the abdominal cavity as possible. He or she also removes the appendix and the organs to which the mucus is attached. The surgeon then rinses the abdomen with warm chemotherapy. This part of the operation is called HIPEC. If you cannot have surgery with HIPEC, you will sometimes receive chemotherapy through an IV. That is usually only possible if you have high-grade PMP.",4.9
Prostaatkanker,https://www.kanker.nl/kankersoorten/prostaatkanker,2026-05-31 14:56:55,0a6533d45bd0758545d729c4911f0df0a185f3b010f79d0281af9fa061ae1534,Prostaatkanker is kanker die in de prostaat ontstaat. De medische naam hiervoor is prostaatcarcinoom. Prostaatkanker is de meest voorkomende vorm van kanker bij mannen.,"Prostaatkanker is de meest voorkomende vorm van kanker bij mannen. Elk jaar krijgen ongeveer 13.000 mannen de diagnose prostaatkanker. De ziekte komt vooral voor bij mannen boven de 65 jaar. Maar ook jongere mannen kunnen prostaatkanker krijgen. De vooruitzichten van prostaatkanker die niet is uitgezaaid, zijn meestal gunstig. Vijf jaar na de diagnose zijn de meeste patiënten nog in leven. Bij uitgezaaide prostaatkanker is de prognose minder goed. → Bekijk de overlevingscijfers van prostaatkanker",Prostaatkanker geeft in het begin vaak geen duidelijke klachten. De meeste mannen merken daardoor niet dat ze prostaatkanker hebben. → Lees meer over symptomen van prostaatkanker,Er is meestal geen duidelijke oorzaak van prostaatkanker aan te wijzen. Er zijn wel risicofactoren die de kans op prostaatkanker vergroten. → Lees meer over de oorzaken en risicofactoren van prostaatkanker,"Bij prostaatkanker zijn verschillende behandelingen mogelijk. Samen met je arts bespreek je wat in jouw situatie de beste behandeling is. Voor de behandeling van prostaatkanker maakt het veel uit of de tumor alleen in de prostaat zit, doorgegroeid is buiten de prostaat of uitgezaaid is. →Bekijk de mogelijke behandelingen per stadium Mogelijke behandelingen bij prostaatkanker zijn: Actief volgen Operatie Inwendige bestraling (brachytherapie) Uitwendige bestraling Hormonale therapie Chemotherapie Radioactief radium Lutetium-PSMA Vaak krijg je een combinatie van behandelingen. → Lees de uitgebreide informatie over behandelingen bij prostaatkanker",Prostate cancer is cancer that originates in the prostate. The medical name for this is prostate carcinoma. Prostate cancer is the most common form of cancer in men.,"Prostate cancer is the most common form of cancer in men. About 13,000 men are diagnosed with prostate cancer every year. The disease mainly occurs in men over 65 years of age. But younger men can also get prostate cancer. The outlook for prostate cancer that has not spread is usually favorable. Most patients are still alive five years after diagnosis. With metastatic prostate cancer the prognosis is less good. →View prostate cancer survival rates",Prostate cancer often has no obvious symptoms in the beginning. Most men therefore do not notice that they have prostate cancer. → Read more about prostate cancer symptoms,There is usually no clear cause of prostate cancer. There are risk factors that increase the risk of prostate cancer. → Read more about the causes and risk factors of prostate cancer,"Various treatments are possible for prostate cancer. You and your doctor will discuss what the best treatment is in your situation. For the treatment of prostate cancer, it makes a big difference whether the tumor is only in the prostate, has grown outside the prostate or has spread. →View the possible treatments per stage Possible treatments for prostate cancer are: Active monitoring Operation Internal radiation (brachytherapy) External radiation Hormonal therapy Chemotherapy Radioactive radium Lutetium-PSMA You often receive a combination of treatments. → Read the detailed information about prostate cancer treatments",4.9
Schaamlipkanker (vulvakanker),https://www.kanker.nl/kankersoorten/schaamlipkanker-vulvakanker,2026-05-31 14:56:58,65af2c447fe1a16e919ddb5c983aed662c345d8600484d40d67e4bc97b7634ce,Schaamlipkanker is kanker die in de schaamlippen ontstaat. De schaamlippen zijn onderdeel van de vulva. Daarom heet schaamlipkanker ook wel vulvakanker of vulvacarcinoom.,"Het is begrijpelijk dat je meer wilt weten over je vooruitzichten. Is schaamlipkanker goed te behandelen en wat kan je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. Dat hangt af van verschillende dingen. Bijvoorbeeld van de grootte van de tumor en of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het je arts. Die kan misschien meer vertellen. Bekijk de overlevingscijfers van schaamlipkanker .","Schaamlipkanker kun je opmerken doordat je jeuk, pijn of een branderig gevoel aan je schaamlippen hebt. Je kunt ook bloedverlies hebben, of andere afscheiding. Een verdikking of een wondje op je schaamlippen kan ook een teken van schaamlipkanker zijn.",Schaamlipkanker komt vooral voor bij vrouwen ouder dan 60 jaar. De precieze oorzaak van schaamlipkanker is niet bekend. Deze aandoeningen geven een grotere kans op schaamlipkanker (vulvakanker): de huidziekte lichen sclerosus van de vulva een langdurige HPV-infectie van de vulva de huidziekte morbus Paget van de vulva,"Er zijn verschillende behandelingen mogelijk bij schaamlipkanker. Bijvoorbeeld een operatie, bestraling en chemotherapie. Soms krijg je een combinatie van deze behandelingen.",Labia cancer is cancer that develops in the labia. The labia are part of the vulva. That is why labia cancer is also called vulvar cancer or vulvar carcinoma.,"It's understandable that you want to know more about your prospects. Is labia cancer easy to treat and what can you expect? Sometimes there is something to be said about that, but sometimes not. That depends on several things. For example, the size of the tumor and whether there are metastases. Do you want to know where you stand? Ask your doctor. He might be able to tell you more. View survival rates for labia cancer .","You can notice labia cancer if you have itching, pain or a burning sensation in your labia. You may also have bleeding, or other discharge. A thickening or sore on your labia can also be a sign of labia cancer.",Labia cancer mainly occurs in women over 60 years of age. The exact cause of labia cancer is not known. These conditions increase the risk of labia cancer (vulva cancer): the skin disease lichen sclerosus of the vulva a long-term HPV infection of the vulva the skin disease Morbus Paget of the vulva,"There are various treatments available for labia cancer. For example, surgery, radiation and chemotherapy. Sometimes you receive a combination of these treatments.",4.9
Schildklierkanker,https://www.kanker.nl/kankersoorten/schildklierkanker,2026-05-31 14:57:01,d95697ef662420b5b4d268e9f0869cccb573e36b7fd7102fe03773246c6e53e9,Schildklierkanker is zeldzaam. In 2025 kregen 894 mensen de diagnose schildklierkanker. De schildklier zit in de hals en maakt hormonen: belangrijke stoffen die invloed hebben op de werking van organen.,"Hoe bedreigend de papillaire schildklierkanker is, hangt af van hoe ver de kanker is uitgebreid. Bijvoorbeeld of de tumor verder in de schildklier of in de bloedvaten is gegroeid. De uitgebreidheid van de kanker heet ook wel het stadium van de kanker. De overlevingskansen zijn het grootst als de tumor niet in andere organen is gegroeid en er geen uitzaaiingen op afstand zijn. Dan is 10 jaar na de diagnose meer dan 95% van de mensen nog in leven. De tumor kan wel terugkomen. Dat gebeurt bij ongeveer 15 - 35% van de mensen. Meestal is dat in de lymfeklieren in de hals en is een operatie mogelijk. Je komt daarom regelmatig terug in het ziekenhuis voor controles. Lees meer over deze controles.","Mensen met schildklierkanker hebben vaak geen klachten . Een verandering in de schildklier, zoals een knobbel of een verharding, kan door een tumor komen. Maar meestal is er een andere oorzaak. De arts kan niet aan de buitenkant zien of een knobbel goedaardig of kwaadaardig is. Daarom is onderzoek nodig.","Er is niet één oorzaak voor schildklierkanker. Wel kan de kans om schildklierkanker te krijgen groter worden door bestraling op jonge leeftijd van het hoofd, de hals of de borst. Of door erfelijke aanleg, bijvoorbeeld door het MEN-2-syndroom .","Bij een diagnostische operatie haalt de arts een stuk van de schildklier weg om te onderzoeken. Dit is niet altijd nodig, soms is een punctie voldoende. Lees de uitgebreide informatie over onderzoeken .","Thyroid cancer is rare. In 2025, 894 people were diagnosed with thyroid cancer. The thyroid gland is located in the neck and produces hormones: important substances that influence the functioning of organs.","How threatening papillary thyroid cancer is depends on how far the cancer has spread. For example, whether the tumor has grown further into the thyroid or blood vessels. The extent of the cancer is also called the stage of the cancer. The chances of survival are greatest if the tumor has not grown into other organs and there are no distant metastases. Then 10 years after diagnosis, more than 95% of people are still alive. The tumor can come back. This happens to about 15 - 35% of people. This is usually in the lymph nodes in the neck and surgery is possible. You therefore regularly return to the hospital for check-ups. Read more about these checks.","People with thyroid cancer often have no complaints. A change in the thyroid gland, such as a lump or hardening, can be caused by a tumor. But usually there is another cause. The doctor cannot tell from the outside whether a lump is benign or malignant. That is why research is needed.","There is no one cause for thyroid cancer. However, the risk of developing thyroid cancer can increase if radiation is given to the head, neck or chest at a young age. Or due to hereditary predisposition, for example due to the MEN-2 syndrome.","During a diagnostic operation, the doctor removes a piece of the thyroid gland for examination. This is not always necessary, sometimes a puncture is sufficient. Read the detailed information about research.",4.9
Slokdarmkanker,https://www.kanker.nl/kankersoorten/slokdarmkanker,2026-05-31 14:57:06,b1c1554015697f2b60ec45ca59024d3f02f02ae438b1ecf569c9b9a5cb746ece,Slokdarmkanker is kanker die in de slokdarm ontstaat. De medische term hiervoor is oesofaguscarcinoom.,Slokdarmkanker komt redelijk vaak voor. Elk jaar krijgen in Nederland ongeveer 2500 mensen de diagnose slokdarmkanker. Na 5 jaar zijn gemiddeld nog 24 van de 100 mensen in leven. Voor de prognose maakt het veel uit in welk stadium de ziekte is als het ontdekt wordt. Bekijk de uitgebreide overlevingscijfers bij slokdarmkanker .,Je krijgt meestal pas klachten door slokdarmkanker als de tumor al flink gegroeid is. Er kunnen dan al uitzaaiingen zijn. De kans op genezing is groter als de tumor vroeg ontdekt wordt. Daarom is het belangrijk om de symptomen van slokdarmkanker te kunnen herkennen. Lees meer over de symptomen bij slokdarmkanker .,"Er is meestal geen precieze oorzaak van slokdarmkanker te vinden. Er zijn wel dingen die de kans op slokdarmkanker vergroten, zoals roken, overgewicht en reflux. Lees meer over de oorzaken en risicofactoren van slokdarmkanker .","Bij slokdarmkanker zijn verschillende behandelingen mogelijk. Samen met je arts bespreek je wat in jouw situatie de beste behandeling is. Mogelijke behandelingen zijn: Endoscopische behandeling Chemoradiatie Operatie Bestraling Chemotherapie Immunotherapie Doelgerichte therapie Een stent Bij de behandeling van slokdarmkanker maakt het veel uit of de tumor alleen in de slokdarm zit, is doorgegroeid of is uitgezaaid. Bekijk de mogelijke behandelingen per stadium .",Esophageal cancer is cancer that develops in the esophagus. The medical term for this is esophageal carcinoma.,"Esophageal cancer is fairly common. Every year, approximately 2,500 people in the Netherlands are diagnosed with esophageal cancer. After 5 years, on average, 24 out of 100 people are still alive. It makes a big difference for the prognosis at what stage the disease is when it is discovered. View the extensive survival figures for esophageal cancer.",You usually only experience symptoms of esophageal cancer when the tumor has already grown considerably. There may already be metastases. The chance of cure is greater if the tumor is discovered early. That is why it is important to recognize the symptoms of esophageal cancer. Read more about the symptoms of esophageal cancer.,"There is usually no precise cause of esophageal cancer. There are things that increase the risk of esophageal cancer, such as smoking, obesity and reflux. Read more about the causes and risk factors of esophageal cancer.","Various treatments are possible for esophageal cancer. You and your doctor will discuss what the best treatment is in your situation. Possible treatments are: Endoscopic treatment Chemoradiation Surgery Radiation Chemotherapy Immunotherapy Targeted therapy A stent When treating esophageal cancer, it matters a lot whether the tumor is only in the esophagus, has grown further or has spread. View the possible treatments per stage.",4.9
Speekselklierkanker,https://www.kanker.nl/kankersoorten/speekselklierkanker,2026-05-31 14:57:09,27b1ec5625130002f1f820a9a0918f3f048e93047479b2165149eaffef2f20e2,Bij speekselklierkanker zit er een kwaadaardige tumor in een speekselklier. Speekselklierkanker is een zeldzame soort kanker. In 2025 kregen 302 mensen de diagnose speekselklierkanker.,"De vooruitzichten bij speekselklierkanker hangen af van het soort speekselklierkanker, hoe agressief de tumor is en of er uitzaaiingen zijn. Na 10 jaar is gemiddeld nog de helft van de mensen in leven. Bekijk de cijfers over speekselklierkanker .","De meest voorkomende klachten bij speekselklierkanker zijn een zwelling in het gezicht en een verlamming van het gezicht. De verlamming in het gezicht zit vooral bij het oog en in de mondhoek. De zwelling kan pijn doen, maar dat hoeft niet altijd. Niet alle mensen met speekselklierkanker hebben klachten. Bij een deel van de mensen wordt de ziekte toevallig ontdekt. Lees meer over de symptomen van speekselklierkanker .","De precieze oorzaak van speekselklierkanker is niet bekend. Wel zijn er een aantal zaken die de kans op speekselklierkanker vergroten. Dat is bijvoorbeeld een eerdere behandeling met bestraling. En blootstelling aan bepaalde giftige stoffen, bijvoorbeeld in de industrie.","Voor speekselklierkanker zijn een paar behandelingen mogelijk. Meestal krijg je een operatie. De arts haalt dan de speekselklier met tumor weg. Na de operatie is vaak nog bestraling nodig. Na de behandeling is er een kans dat de ziekte terugkomt. Je arts kan je vertellen welke behandeling dan mogelijk is. Als de tumor ver is doorgegroeid of is uitgezaaid naar andere organen, is genezing vaak niet meer mogelijk. Je krijgt dan een behandeling om de ziekte te remmen. Bekijk de uitgebreide informatie over de behandeling van speekselklierkanker .","Salivary gland cancer is a malignant tumor in a salivary gland. Salivary gland cancer is a rare type of cancer. In 2025, 302 people were diagnosed with salivary gland cancer.","The prospects for salivary gland cancer depend on the type of salivary gland cancer, how aggressive the tumor is and whether there are metastases. After 10 years, on average, half of the people are still alive. View the figures on salivary gland cancer.","The most common symptoms of salivary gland cancer are facial swelling and facial paralysis. The paralysis in the face is mainly near the eye and in the corner of the mouth. The swelling can be painful, but that is not always the case. Not all people with salivary gland cancer have symptoms. In some people the disease is discovered by chance. Read more about the symptoms of salivary gland cancer.","The precise cause of salivary gland cancer is not known. However, there are a number of things that increase the risk of salivary gland cancer. This is, for example, previous treatment with radiation. And exposure to certain toxic substances, for example in industry.","There are a few treatments available for salivary gland cancer. You will usually have an operation. The doctor then removes the salivary gland with the tumor. Radiation is often required after the operation. After treatment there is a chance that the disease will return. Your doctor can tell you what treatment is possible. If the tumor has grown far or has spread to other organs, healing is often no longer possible. You will then receive treatment to slow the disease. View the extensive information about the treatment of salivary gland cancer.",4.9
Thymuskanker,https://www.kanker.nl/kankersoorten/thymuskanker,2026-05-31 14:57:22,921b2c3170c54ff73f0700e7239d3bac8ae4d3b10580cc81eff1c231fa7c07bf,"Thymuskanker is kanker van de thymus. Er zit dan een kwaadaardige tumor in de thymus. De thymus is belangrijk voor de ontwikkeling van je afweersysteem. Het orgaan ligt in de borstkas, vlak achter het borstbeen en dicht bij het hart. Een ander woord voor thymus is zwezerik. Thymuskanker heet ook wel zwezerikkanker.",De vooruitzichten van thymuskanker verschillen per soort thymuskanker. Ongeveer 1 van de 3 mensen met een thymuscarcinoom is 5 jaar na de diagnose nog in leven. Na 10 jaar is dat ruim 1 van de 4 mensen. Hoe jouw vooruitzichten zijn hangt ook af van je persoonlijke omstandigheden. Bespreek je vooruitzichten daarom met je arts. Die kan je er meer over vertellen.,Thymuskanker geeft meestal lange tijd geen klachten. Vaak wordt thymuskanker toevallig ontdekt. Symptomen van thymuskanker zijn bijvoorbeeld benauwdheid en pijn in de borstkas.,Er is geen duidelijke oorzaak van thymuskanker. Ook is niet bekend of er risicofactoren zijn die de kans groter maken dat je thymuskanker krijgt. Thymuskanker is niet erfelijk.,Vrijwel alle mensen met thymuskanker krijgen een operatie waarbij de arts de thymus verwijdert. Na de operatie kan bestraling nodig zijn.,"Thymic cancer is cancer of the thymus. There is then a malignant tumor in the thymus. The thymus is important for the development of your immune system. The organ is located in the chest, just behind the breastbone and close to the heart. Another word for thymus is sweetbread. Thymus cancer is also called thymus cancer.","The outlook for thymus cancer differs per type of thymus cancer. About 1 in 3 people with thymus carcinoma is still alive 5 years after diagnosis. After 10 years that is more than 1 in 4 people. Your prospects also depend on your personal circumstances. Therefore, discuss your prospects with your doctor. They can tell you more about it.",Thymus cancer usually does not cause any symptoms for a long time. Thymus cancer is often discovered accidentally. Symptoms of thymus cancer include shortness of breath and pain in the chest.,There is no clear cause of thymus cancer. It is also not known whether there are risk factors that increase the chance of developing thymus cancer. Thymus cancer is not hereditary.,"Almost all people with thymus cancer undergo surgery in which the doctor removes the thymus. After surgery, radiation may be necessary.",4.9
Talgkliercarcinoom,https://www.kanker.nl/kankersoorten/talgkliercarcinoom,2026-05-31 14:57:18,f1617979d8602cfe15a34eb6f3a21d5573ab4d4fb1fe89ddb1eb9b55551b77a0,Een talgkliercarcinoom is een agressieve vorm van huidkanker. Deze kanker ontstaat in je talgklieren. Talgklieren zitten op bijna alle plekken in je huid. Maar vooral bij je ooglid zitten veel talgklieren.,"Begrijpelijk dat je op zoek gaat naar wat talgkliercarcinoom betekent voor je vooruitzichten. Is het goed te behandelen? En wat kun je verwachten voor de toekomst? Soms is daar iets over te zeggen, maar soms ook niet. De prognose van talgkliercarcinoom hangt af van verschillende dingen. Bijvoorbeeld van hoe groot de tumor is. En of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen.",Een talgkliercarcinoom ziet er meestal uit als een knobbeltje op je ooglid. Of ergens anders op je huid. Op je ooglid is het vaak rood. Op de rest van je huid is het vaak geel of rood. Het kan bijna overal zitten. Meestal doet het geen pijn.,"Er zijn risicofactoren die de kans op een talgkliercarcinoom groter maken. Mensen met het Lynch-syndroom èn het Muir-Torre syndroom hebben meer kans om een talgkliercarcinoom te krijgen. Heb je eerder bestraling gehad op je huid? Dan heb je op de bestraalde plek een iets grotere kans op huidkanker, en dus ook op talgklierkanker.",Er zijn verschillende behandelingen mogelijk bij een talgkliercarcinoom. De meeste mensen krijgen een operatie. Sommige mensen krijgen chemotherapie of bestraling.,Sebaceous gland carcinoma is an aggressive form of skin cancer. This cancer originates in your sebaceous glands. Sebaceous glands are located in almost all places in your skin. But there are many sebaceous glands especially near your eyelid.,"It is understandable that you are looking for what sebaceous gland carcinoma means for your prospects. Can it be treated well? And what can you expect for the future? Sometimes there is something to be said about that, but sometimes not. The prognosis of sebaceous gland carcinoma depends on several things. For example, how big the tumor is. And whether there are any metastases. Do you want to know where you stand? Ask your doctor. He might be able to tell you more.",A sebaceous gland carcinoma usually looks like a lump on your eyelid. Or anywhere else on your skin. It is often red on your eyelid. On the rest of your skin it is often yellow or red. It can be almost anywhere. Usually it doesn't hurt.,"There are risk factors that increase the risk of sebaceous gland carcinoma. People with Lynch syndrome and Muir-Torre syndrome are more likely to develop sebaceous gland carcinoma. Have you previously had radiation treatment on your skin? Then you have a slightly greater risk of skin cancer in the irradiated area, and therefore also of sebaceous gland cancer.",Various treatments are possible for sebaceous gland carcinoma. Most people get surgery. Some people receive chemotherapy or radiation.,4.9
Trofoblastziekten,https://www.kanker.nl/kankersoorten/trofoblastziekten,2026-05-31 14:57:29,60126a92dbd1ab9045d55773d0ead72d6f2dd8fd7e59fbd959382dab56feef1a,Trofoblastziekten ontstaan tijdens of na een zwangerschap in de placenta. Trofoblastziekten zijn meestal goedaardig. Kwaadaardige trofoblastziekten (kanker) komen maar een paar keer per jaar voor in Nederland.,"De vooruitzichten voor vrouwen met een laag-risico-trofoblastziekte zijn heel goed. Vijf jaar na de diagnose zijn 99 van de 100 van de vrouwen nog in leven. De vooruitzichten voor vrouwen met een hoog-risico-trofoblastziekte zijn ook goed, maar wel wat minder goed dan bij laag risico. Bespreek je vooruitzichten met je arts.","Meestal heb je geen klachten. De ziekte wordt dan ontdekt omdat het zwangerschapshormoon hCG na je mola-zwangerschap onvoldoende daalt. Soms heb je wel klachten, zoals misselijkheid of bloedverlies uit de vagina. Of klachten die passen bij uitzaaiingen. Bijvoorbeeld hoesten en kortademigheid door uitzaaiingen in de longen.","Trofoblastziekten ontstaan in of na een zwangerschap. Soms pas jaren later. Trofoblastziekten ontstaan uit trofoblastcellen. Dit zijn cellen die de placenta (gaan) vormen bij een zwangerschap. De trofoblastcellen maken het zwangerschapshormoon hCG. Iedere zwangere vrouw heeft hCG in haar bloed. Maar vrouwen met een trofoblastziekte hebben meestal veel meer hCG in hun bloed dan normaal is voor een zwangerschap. Door de hoeveelheid hCG in je bloed te meten, ziet een arts of je een trofoblastziekte hebt. De Engelse naam voor trofoblastziekten is Gestational Trophoblastic Disease: GTD.","Als je een mola-zwangerschap hebt, is een behandeling nodig: een vacuümcurettage. Bij deze behandeling zuigt de arts de mola-blaasjes weg via je vagina. Je gaat hiervoor onder narcose. Tijdens de behandeling kijkt de arts met een echo of alle blaasjes weg zijn. Soms blijft er iets achter, meestal ruimt je lichaam dit zelf op. De hCG-waarde in je bloed daalt dan vanzelf ook weer tot de normale waarde. In het laboratorium onderzoekt een patholoog de weggenomen blaasjes. Een patholoog is een arts die veel verstand heeft van afwijkingen in cellen en weefsels. Daarna krijg je van je arts de definitieve diagnose.",Trophoblastic diseases arise during or after pregnancy in the placenta. Trophoblastic diseases are usually benign. Malignant trophoblastic diseases (cancer) only occur a few times a year in the Netherlands.,"The outlook for women with low-risk trophoblastic disease is very good. Five years after diagnosis, 99 out of 100 women are still alive. The prospects for women with high-risk trophoblastic disease are also good, but somewhat less good than for low risk. Discuss your prospects with your doctor.","Usually you have no complaints. The disease is then discovered because the pregnancy hormone hCG does not decrease sufficiently after your molar pregnancy. Sometimes you do have complaints, such as nausea or bleeding from the vagina. Or complaints that correspond to metastases. For example, coughing and shortness of breath due to metastases in the lungs.","Trophoblastic diseases arise during or after pregnancy. Sometimes only years later. Trophoblastic diseases arise from trophoblast cells. These are cells that form the placenta during pregnancy. The trophoblast cells produce the pregnancy hormone hCG. Every pregnant woman has hCG in her blood. But women with trophoblastic disease usually have much more hCG in their blood than is normal for pregnancy. By measuring the amount of hCG in your blood, a doctor can see whether you have a trophoblastic disease. The English name for trophoblastic diseases is Gestational Trophoblastic Disease: GTD.","If you have a molar pregnancy, treatment is required: vacuum curettage. During this treatment, the doctor suctions the molar blisters away through your vagina. You will go under anesthesia for this. During the treatment, the doctor uses an ultrasound to check whether all the blisters are gone. Sometimes something remains behind, but your body usually clears it away itself. The hCG level in your blood will then automatically drop back to the normal value. A pathologist examines the removed blisters in the laboratory. A pathologist is a doctor who has a great deal of knowledge of abnormalities in cells and tissues. You will then receive a definitive diagnosis from your doctor.",4.9
Strottenhoofdkanker,https://www.kanker.nl/kankersoorten/strottenhoofdkanker,2026-05-31 14:57:16,000728cdd87c00015ef3a252256201f51401dbc26de064a1532a930ea48d33c1,"Strottenhoofdkanker is kanker van het strottenhoofd. Een tumor kan op verschillende plekken in het strottenhoofd ontstaan. Meestal ontstaat de tumor op de stembanden, soms erboven en soms eronder.",Als je kanker hebt schieten allerlei vragen door je hoofd. Word ik weer beter? Hoe lang heb ik nog? Deze video helpt om daarover in gesprek te gaan met je arts en de mensen om je heen.,Deze informatie is gecontroleerd door deskundigen.,Deze informatie is gecontroleerd door deskundigen.,"Via de PVHH kun je in contact komen met andere mensen die ook hoofd-halskanker hebben (gehad) en met patiëntvoorlichters. Een patiëntvoorlichter is iemand met hoofd-halskanker die dezelfde behandeling heeft gehad als die jij krijgt en door de PVHH is opgeleid als patiëntvoorlichter. De voorlichter kan je voor de behandeling opzoeken. Hij of zij bespreekt met je hoe de ingreep bij hem of haar is gegaan. Zo krijg je een beter beeld van de behandeling. En ook van wat je daarna te wachten staat, en hoe je het beste met de gevolgen van de ziekte kunt omgaan. In een aantal ziekenhuizen regelen de verpleegkundigen het contact met de patiëntvoorlichters. Is dit in jouw ziekenhuis nog niet het geval? Dan kun je via PVHH in contact komen met een ervaringsdeskundige van jouw soort kanker.","Laryngeal cancer is cancer of the larynx. A tumor can develop in different places in the larynx. The tumor usually arises on the vocal cords, sometimes above and sometimes below.","If you have cancer, all kinds of questions run through your mind. Will I get better again? How long do I have? This video helps you discuss this with your doctor and the people around you.",This information has been checked by experts.,This information has been checked by experts.,"Through the PVHH you can come into contact with other people who also have (had) head and neck cancer and with patient advisors. A patient advocate is someone with head and neck cancer who has had the same treatment as you receive and has been trained as a patient advocate by the PVHH. You can visit the counselor before the treatment. He or she will discuss with you how the procedure went for him or her. This will give you a better idea of ​​the treatment. And also what to expect afterwards, and how you can best deal with the consequences of the disease. In a number of hospitals, nurses arrange contact with patient advisors. Is this not yet the case in your hospital? Then you can get in touch with an expert on your type of cancer via PVHH.",4.9
